1,4819,1617,553,39,119,-1,-1,-1,-1
1,4820,264,581,51,157,-1,-1,-1,-1
1,4821,502,544,33,103,-1,-1,-1,-1
1,4822,191,571,51,157,-1,-1,-1,-1
1,4823,121,695,41,127,-1,-1,-1,-1
1,4824,1484,518,25,78,-1,-1,-1,-1
1,4825,1431,401,59,180,-1,-1,-1,-1
1,4826,1529,561,39,119,-1,-1,-1,-1
1,4827,540,546,31,96,-1,-1,-1,-1
1,4828,1364,489,41,127,-1,-1,-1,-1
1,4829,1607,544,55,168,-1,-1,-1,-1
1,4830,1516,510,59,180,-1,-1,-1,-1
2,4819,1621,549,41,127,-1,-1,-1,-1
2,4820,267,579,44,136,-1,-1,-1,-1
2,4821,501,533,31,96,-1,-1,-1,-1
2,4822,180,560,51,157,-1,-1,-1,-1
2,4823,113,689,39,119,-1,-1,-1,-1
2,4824,1489,518,25,78,-1,-1,-1,-1
2,4825,1430,390,63,193,-1,-1,-1,-1
2,4826,1529,561,39,119,-1,-1,-1,-1
2,4827,544,549,25,78,-1,-1,-1,-1
2,4828,1369,505,39,119,-1,-1,-1,-1
2,4829,1613,510,59,180,-1,-1,-1,-1
2,4831,961,927,41,127,-1,-1,-1,-1
2,4832,1308,446,20,63,-1,-1,-1,-1
2,4833,483,493,48,146,-1,-1,-1,-1
2,4834,616,508,23,72,-1,-1,-1,-1
3,4819,1633,553,39,119,-1,-1,-1,-1
3,4820,249,578,55,168,-1,-1,-1,-1
3,4821,504,552,29,89,-1,-1,-1,-1
3,4822,170,578,55,168,-1,-1,-1,-1
3,4823,103,712,41,127,-1,-1,-1,-1
3,4824,1494,512,25,78,-1,-1,-1,-1
3,4825,1444,389,59,180,-1,-1,-1,-1
3,4826,1537,553,39,119,-1,-1,-1,-1
3,4828,1380,516,33,103,-1,-1,-1,-1
3,4829,1625,498,59,180,-1,-1,-1,-1
3,4833,498,541,41,127,-1,-1,-1,-1
3,4835,1449,465,39,119,-1,-1,-1,-1
3,4836,1201,801,39,119,-1,-1,-1,-1
3,4837,1249,441,39,119,-1,-1,-1,-1
4,4819,1638,549,41,127,-1,-1,-1,-1
4,4820,267,607,44,136,-1,-1,-1,-1
4,4821,501,546,31,96,-1,-1,-1,-1
4,4822,159,578,55,168,-1,-1,-1,-1
4,4823,89,713,39,119,-1,-1,-1,-1
4,4824,1503,513,23,72,-1,-1,-1,-1
4,4825,1435,377,68,207,-1,-1,-1,-1
4,4826,1545,561,39,119,-1,-1,-1,-1
4,4828,1385,505,39,119,-1,-1,-1,-1
4,4829,1625,494,63,193,-1,-1,-1,-1
4,4830,1497,465,39,119,-1,-1,-1,-1
4,4833,523,493,48,146,-1,-1,-1,-1
4,4835,1457,465,39,119,-1,-1,-1,-1
4,4838,60,532,97,294,-1,-1,-1,-1
4,4839,1747,413,120,362,-1,-1,-1,-1
4,4840,224,583,73,222,-1,-1,-1,-1
5,4819,1649,569,39,119,-1,-1,-1,-1
5,4820,247,591,48,146,-1,-1,-1,-1
5,4821,494,540,31,96,-1,-1,-1,-1
5,4822,148,566,55,168,-1,-1,-1,-1
5,4823,73,705,39,119,-1,-1,-1,-1
5,4824,1505,515,27,83,-1,-1,-1,-1
5,4825,1443,390,63,193,-1,-1,-1,-1
5,4826,1553,569,39,119,-1,-1,-1,-1
5,4827,532,515,41,127,-1,-1,-1,-1
5,4828,1381,506,41,127,-1,-1,-1,-1
5,4829,1625,507,63,193,-1,-1,-1,-1
5,4836,1204,818,44,136,-1,-1,-1,-1
5,4838,65,637,63,193,-1,-1,-1,-1
5,4839,1783,607,59,180,-1,-1,-1,-1
5,4841,1539,521,55,168,-1,-1,-1,-1
6,4819,1657,577,39,119,-1,-1,-1,-1
6,4820,238,589,55,168,-1,-1,-1,-1
6,4821,495,551,33,103,-1,-1,-1,-1
6,4822,148,581,51,157,-1,-1,-1,-1
6,4823,65,721,39,119,-1,-1,-1,-1
6,4824,1510,528,25,78,-1,-1,-1,-1
6,4825,1456,413,59,180,-1,-1,-1,-1
6,4826,1561,575,41,127,-1,-1,-1,-1
6,4828,1365,501,21,67,-1,-1,-1,-1
6,4829,1652,555,55,168,-1,-1,-1,-1
6,4833,523,503,48,146,-1,-1,-1,-1
6,4836,1214,837,44,136,-1,-1,-1,-1
6,4838,49,667,59,180,-1,-1,-1,-1
6,4839,1747,437,120,362,-1,-1,-1,-1
6,4841,1587,403,41,127,-1,-1,-1,-1
6,4842,1657,297,39,119,-1,-1,-1,-1
7,4820,237,611,48,146,-1,-1,-1,-1
7,4821,495,544,33,103,-1,-1,-1,-1
7,4822,136,578,55,168,-1,-1,-1,-1
7,4823,52,721,41,127,-1,-1,-1,-1
7,4825,1449,391,68,207,-1,-1,-1,-1
7,4826,1569,577,39,119,-1,-1,-1,-1
7,4828,1365,492,21,67,-1,-1,-1,-1
7,4829,1655,552,48,146,-1,-1,-1,-1
7,4833,518,486,51,157,-1,-1,-1,-1
